,id,name,type,summary,difficulty,stars,starVotes,location,url,imgSqSmall,imgSmall,imgSmallMed,imgMedium,length,ascent,descent,high,low,longitude,latitude,conditionStatus,conditionDetails,conditionDate
10,50899,Snodgrass Out and Back,Recommended Route,A short but enjoyable singletrack cruise close to Crested Butte.,blue,4.3,64,crested_butte,https://www.mtbproject.com/trail/50899/snodgrass-out-and-back,https://cdn2.apstatic.com/photos/mtb/53816_sqsmall_1554166936.jpg,https://cdn2.apstatic.com/photos/mtb/53816_small_1554166936.jpg,https://cdn2.apstatic.com/photos/mtb/53816_smallMed_1554166936.jpg,https://cdn2.apstatic.com/photos/mtb/53816_medium_1554166936.jpg,7.3,827,-826,9978,9509,-107.0046,38.9228,All Clear,Dry,2020-07-10 13:11:59
11,7006733,Hartman Rocks,Recommended Route,"A great tour of the Hartman Rocks area; challenge, flow, and exposure in a beautiful setting.",black,4.4,50,crested_butte,https://www.mtbproject.com/trail/7006733/hartman-rocks,https://cdn2.apstatic.com/photos/mtb/7002560_sqsmall_1554403245.jpg,https://cdn2.apstatic.com/photos/mtb/7002560_small_1554403245.jpg,https://cdn2.apstatic.com/photos/mtb/7002560_smallMed_1554403245.jpg,https://cdn2.apstatic.com/photos/mtb/7002560_medium_1554403245.jpg,12.4,1541,-1543,8300,7697,-106.9417,38.5058,All Clear,Dry,2020-07-11 11:29:09
12,1461705,Forest Hollow and Boy Scout Loop,Recommended Route,A beautiful ride that covers a variety of terrain and scenery along the rim of Glenwood Canyon.,black,4.1,51,crested_butte,https://www.mtbproject.com/trail/1461705/forest-hollow-and-boy-scout-loop,https://cdn2.apstatic.com/photos/mtb/7005791_sqsmall_1554824101.jpg,https://cdn2.apstatic.com/photos/mtb/7005791_small_1554824101.jpg,https://cdn2.apstatic.com/photos/mtb/7005791_smallMed_1554824101.jpg,https://cdn2.apstatic.com/photos/mtb/7005791_medium_1554824101.jpg,19.4,2455,-2452,7911,5724,-107.3275,39.539,All Clear,Dry,2020-07-03 06:54:03
13,5838799,Monarch to Fooses Creek,Recommended Route,"Beautiful views on the start to the Monarch Crest trail, then fun, fast descending on Fooses Creek.",black,4.4,37,crested_butte,https://www.mtbproject.com/trail/5838799/monarch-to-fooses-creek,https://cdn2.apstatic.com/photos/mtb/7013256_sqsmall_1554845579.jpg,https://cdn2.apstatic.com/photos/mtb/7013256_small_1554845579.jpg,https://cdn2.apstatic.com/photos/mtb/7013256_smallMed_1554845579.jpg,https://cdn2.apstatic.com/photos/mtb/7013256_medium_1554845579.jpg,13.9,638,-3152,11961,8824,-106.3247,38.496,All Clear,Mostly Dry - the usual muddy spots,2020-07-03 14:22:19
14,3855833,Twin Lakes Trail,Recommended Route,A nice trail around beautiful Twin Lakes.,blue,4.2,39,crested_butte,https://www.mtbproject.com/trail/3855833/twin-lakes-trail,https://cdn2.apstatic.com/photos/mtb/7022271_sqsmall_1554930320.jpg,https://cdn2.apstatic.com/photos/mtb/7022271_small_1554930320.jpg,https://cdn2.apstatic.com/photos/mtb/7022271_smallMed_1554930320.jpg,https://cdn2.apstatic.com/photos/mtb/7022271_medium_1554930320.jpg,14.8,605,-605,9370,9208,-106.382,39.0816,All Clear,Dry - You have to cross the river and several creeks on Willow Creek Road,2020-07-20 12:42:44
15,3904340,Canyon Creek Loop,Recommended Route,A grueling road climb up to tree line then a big hike-a-bike followed by tasteful descending.,black,4.5,31,crested_butte,https://www.mtbproject.com/trail/3904340/canyon-creek-loop,https://cdn2.apstatic.com/photos/mtb/7010324_sqsmall_1554836528.jpg,https://cdn2.apstatic.com/photos/mtb/7010324_small_1554836528.jpg,https://cdn2.apstatic.com/photos/mtb/7010324_smallMed_1554836528.jpg,https://cdn2.apstatic.com/photos/mtb/7010324_medium_1554836528.jpg,19.6,3576,-3589,12551,9248,-106.4156,38.5218,All Clear,"Mostly Dry, Fallen Trees - The snow is all gone. Minimal mud. One fallen tree. Great shape! All the rocks are still there of course.",2020-06-29 17:31:16
16,971359,Smuggler-Hunter-VanHorn-Hobbit-Secret-Sunnyside Loop Ride,Recommended Route,A grand tour combining many of Aspen's best backyard singletrack trails.,black,4.4,32,crested_butte,https://www.mtbproject.com/trail/971359/smuggler-hunter-vanhorn-hobbit-secret-sunnyside-loop-ride,https://cdn2.apstatic.com/photos/mtb/7005782_sqsmall_1554824084.jpg,https://cdn2.apstatic.com/photos/mtb/7005782_small_1554824084.jpg,https://cdn2.apstatic.com/photos/mtb/7005782_smallMed_1554824084.jpg,https://cdn2.apstatic.com/photos/mtb/7005782_medium_1554824084.jpg,18.6,3015,-3057,10071,7724,-106.8086,39.1915,All Clear,Dry,2020-07-14 10:35:57
17,6236000,CDT Alpine Tunnel,Recommended Route,Historic high alpine riding.,black,4.3,31,crested_butte,https://www.mtbproject.com/trail/6236000/cdt-alpine-tunnel,https://cdn2.apstatic.com/photos/mtb/7027201_sqsmall_1555010583.jpg,https://cdn2.apstatic.com/photos/mtb/7027201_small_1555010583.jpg,https://cdn2.apstatic.com/photos/mtb/7027201_smallMed_1555010583.jpg,https://cdn2.apstatic.com/photos/mtb/7027201_medium_1555010583.jpg,18.0,2427,-2443,12295,9980,-106.3406,38.7059,Minor Issues,"Some Mud - the train trail is wet in some places, but rideable. there are several snow fields above treeline.",2020-06-24 12:06:41
18,3733565,Buena Vista Singletrack Loop,Recommended Route,A tour of a bunch of Buena Vista singletrack.,blueBlack,3.8,38,crested_butte,https://www.mtbproject.com/trail/3733565/buena-vista-singletrack-loop,https://cdn2.apstatic.com/photos/mtb/7023266_sqsmall_1554931945.jpg,https://cdn2.apstatic.com/photos/mtb/7023266_small_1554931945.jpg,https://cdn2.apstatic.com/photos/mtb/7023266_smallMed_1554931945.jpg,https://cdn2.apstatic.com/photos/mtb/7023266_medium_1554931945.jpg,12.0,1005,-1003,8444,7935,-106.1222,38.847,All Clear,Dry,2020-06-10 10:19:53
19,648142,Dirty Copper Triangle,Recommended Route,Dirt version of the Copper Triangle,black,4.3,25,crested_butte,https://www.mtbproject.com/trail/648142/dirty-copper-triangle,https://cdn2.apstatic.com/photos/mtb/7004683_sqsmall_1554821847.jpg,https://cdn2.apstatic.com/photos/mtb/7004683_small_1554821847.jpg,https://cdn2.apstatic.com/photos/mtb/7004683_smallMed_1554821847.jpg,https://cdn2.apstatic.com/photos/mtb/7004683_medium_1554821847.jpg,32.3,5379,-5366,12260,9251,-106.1609,39.5011,Unknown,,1970-01-01 00:00:00
20,4102835,Red Hill Loop,Recommended Route,A highly entertaining set of singletrack trails rideable right from the town of Carbondale.,black,4.0,32,crested_butte,https://www.mtbproject.com/trail/4102835/red-hill-loop,https://cdn2.apstatic.com/photos/mtb/4104583_sqsmall_1554326539.jpg,https://cdn2.apstatic.com/photos/mtb/4104583_small_1554326539.jpg,https://cdn2.apstatic.com/photos/mtb/4104583_smallMed_1554326539.jpg,https://cdn2.apstatic.com/photos/mtb/4104583_medium_1554326539.jpg,6.0,1179,-1177,6989,6153,-107.2208,39.4161,Bad / Closed,Looks like the parking area is closed,2020-05-31 08:43:26
21,7009645,The Snowmass Loop,Recommended Route,This grand loop tour takes in many of Snowmass' best modern and classic singletrack trails.,blueBlack,4.6,17,crested_butte,https://www.mtbproject.com/trail/7009645/the-snowmass-loop,https://cdn2.apstatic.com/photos/mtb/7027909_sqsmall_1561476383.jpg,https://cdn2.apstatic.com/photos/mtb/7027909_small_1561476383.jpg,https://cdn2.apstatic.com/photos/mtb/7027909_smallMed_1561476383.jpg,https://cdn2.apstatic.com/photos/mtb/7027909_medium_1561476383.jpg,24.0,3799,-3790,9921,7854,-106.9228,39.2258,All Clear,Dry,2020-06-28 11:36:03
22,7031989,Glassier - Buckhorn Loop,Recommended Route,A fantastic lollipop in the mid-valley that mixes a little bike path with lots of flowy singletrack.,blue,4.3,25,crested_butte,https://www.mtbproject.com/trail/7031989/glassier-buckhorn-loop,https://cdn2.apstatic.com/photos/mtb/5333711_sqsmall_1554330475.jpg,https://cdn2.apstatic.com/photos/mtb/5333711_small_1554330475.jpg,https://cdn2.apstatic.com/photos/mtb/5333711_smallMed_1554330475.jpg,https://cdn2.apstatic.com/photos/mtb/5333711_medium_1554330475.jpg,15.4,1273,-1275,7281,6279,-107.155,39.3994,All Clear,Dry,2020-07-15 12:25:37
23,7004599,"Crystal Peak, Star Pass, Hunters Creek Loop",Recommended Route,"High alpine riding, fast flowy downhill and fantastic scenery.",black,4.6,14,crested_butte,https://www.mtbproject.com/trail/7004599/crystal-peak-star-pass-hunters-creek-loop,https://cdn2.apstatic.com/photos/mtb/7020371_sqsmall_1554927072.jpg,https://cdn2.apstatic.com/photos/mtb/7020371_small_1554927072.jpg,https://cdn2.apstatic.com/photos/mtb/7020371_smallMed_1554927072.jpg,https://cdn2.apstatic.com/photos/mtb/7020371_medium_1554927072.jpg,19.8,3265,-3268,12312,9484,-106.8051,38.8593,All Clear,Dry,2020-07-13 18:02:40
24,7005156,Sky Mountain Park Loop,Recommended Route,"A view-filled tour from Aspen to Snowmass and back, via Sky Mountain Park.",blue,4.4,17,crested_butte,https://www.mtbproject.com/trail/7005156/sky-mountain-park-loop,https://cdn2.apstatic.com/photos/mtb/7027884_sqsmall_1561476376.jpg,https://cdn2.apstatic.com/photos/mtb/7027884_small_1561476376.jpg,https://cdn2.apstatic.com/photos/mtb/7027884_smallMed_1561476376.jpg,https://cdn2.apstatic.com/photos/mtb/7027884_medium_1561476376.jpg,18.4,1948,-1948,8626,7608,-106.8609,39.2072,All Clear,Dry - Badass,2020-07-17 21:15:55
25,7030503,Aspen Snowmass Mega Loop,Recommended Route,"Singletrack overload, technical classics, modern flow, never-ending views. A worthy and rewarding ride to remember!",black,5.0,6,crested_butte,https://www.mtbproject.com/trail/7030503/aspen-snowmass-mega-loop,https://cdn2.apstatic.com/photos/mtb/7003285_sqsmall_1554404389.jpg,https://cdn2.apstatic.com/photos/mtb/7003285_small_1554404389.jpg,https://cdn2.apstatic.com/photos/mtb/7003285_smallMed_1554404389.jpg,https://cdn2.apstatic.com/photos/mtb/7003285_medium_1554404389.jpg,59.9,8190,-8199,10073,7625,-106.8086,39.1915,Unknown,,1970-01-01 00:00:00
26,2843393,Snowmass Trails to Aspen Shuttle Ride,Recommended Route,A tour of Snowmass ski area singletrack that continues to Aspen via the classic Government Trail.,black,4.9,8,crested_butte,https://www.mtbproject.com/trail/2843393/snowmass-trails-to-aspen-shuttle-ride,https://cdn2.apstatic.com/photos/mtb/7003285_sqsmall_1554404389.jpg,https://cdn2.apstatic.com/photos/mtb/7003285_small_1554404389.jpg,https://cdn2.apstatic.com/photos/mtb/7003285_smallMed_1554404389.jpg,https://cdn2.apstatic.com/photos/mtb/7003285_medium_1554404389.jpg,17.9,2529,-2745,9921,8032,-106.9124,39.2112,All Clear,Dry,2020-06-28 11:36:03
27,1222409,Green Lake Trail,Recommended Route,One of the best out and back rides in Crested Butte.,black,4.1,22,crested_butte,https://www.mtbproject.com/trail/1222409/green-lake-trail,https://i.vimeocdn.com/video/538677655_640.jpg,https://i.vimeocdn.com/video/538677655_640.jpg,https://i.vimeocdn.com/video/538677655_640.jpg,https://i.vimeocdn.com/video/538677655_640.jpg,8.4,1684,-1683,10615,8932,-106.9875,38.8671,All Clear,,2020-07-03 15:55:39
28,7018198,The Up 'N' Over AKA Rock Bottom Ranch AKA Crown Cruise,Recommended Route,A local's favorite loop that starts and ends on the Rio Grande Trail and offers up a taste of Prince Creek.,blue,4.4,14,crested_butte,https://www.mtbproject.com/trail/7018198/the-up-n-over-aka-rock-bottom-ranch-aka-crown-cruise,https://cdn2.apstatic.com/photos/mtb/7011541_sqsmall_1554839596.jpg,https://cdn2.apstatic.com/photos/mtb/7011541_small_1554839596.jpg,https://cdn2.apstatic.com/photos/mtb/7011541_smallMed_1554839596.jpg,https://cdn2.apstatic.com/photos/mtb/7011541_medium_1554839596.jpg,18.9,1445,-1440,7395,6177,-107.1555,39.3994,All Clear,Dry,2020-07-15 12:25:37
29,7002816,Power of Four - Old Course,Recommended Route,One of three separate Power of 4 races - a premier endurance series in the Aspen Snowmass mountains.,black,5.0,4,crested_butte,https://www.mtbproject.com/trail/7002816/power-of-four-old-course,https://cdn2.apstatic.com/photos/mtb/7003285_sqsmall_1554404389.jpg,https://cdn2.apstatic.com/photos/mtb/7003285_small_1554404389.jpg,https://cdn2.apstatic.com/photos/mtb/7003285_smallMed_1554404389.jpg,https://cdn2.apstatic.com/photos/mtb/7003285_medium_1554404389.jpg,36.6,8275,-8769,11177,7966,-106.9495,39.2081,Unknown,,1970-01-01 00:00:00
30,5133026,Prince Creek Quickie,Recommended Route,A quick loop that gives you a full taste of the Prince Creek Trail system.,blue,4.3,16,crested_butte,https://www.mtbproject.com/trail/5133026/prince-creek-quickie,https://cdn2.apstatic.com/photos/mtb/7017427_sqsmall_1554916869.jpg,https://cdn2.apstatic.com/photos/mtb/7017427_small_1554916869.jpg,https://cdn2.apstatic.com/photos/mtb/7017427_smallMed_1554916869.jpg,https://cdn2.apstatic.com/photos/mtb/7017427_medium_1554916869.jpg,6.9,875,-875,7358,6507,-107.1887,39.3613,All Clear,Dry,2020-07-15 12:25:37
31,7010188,Winter Ride: Big Perm,Recommended Route,A groomed and flowy singletrack winter trail through the lodgepole forest for fatbikes.,blue,4.9,7,crested_butte,https://www.mtbproject.com/trail/7010188/winter-ride-big-perm,https://cdn2.apstatic.com/photos/mtb/7033203_sqsmall_1568808769.jpg,https://cdn2.apstatic.com/photos/mtb/7033203_small_1568808769.jpg,https://cdn2.apstatic.com/photos/mtb/7033203_smallMed_1568808769.jpg,https://cdn2.apstatic.com/photos/mtb/7033203_medium_1568808769.jpg,6.0,301,-307,10274,10052,-106.302,39.2345,All Clear,Mostly Dry,2020-07-14 14:25:51
32,7016183,Monarch Crest to Green's,Recommended Route,"A great combination of the scenic Continental Divide with a burly, technical descent.",black,5.0,5,crested_butte,https://www.mtbproject.com/trail/7016183/monarch-crest-to-greens,https://cdn2.apstatic.com/photos/mtb/7013256_sqsmall_1554845579.jpg,https://cdn2.apstatic.com/photos/mtb/7013256_small_1554845579.jpg,https://cdn2.apstatic.com/photos/mtb/7013256_smallMed_1554845579.jpg,https://cdn2.apstatic.com/photos/mtb/7013256_medium_1554845579.jpg,14.0,673,-3417,11961,8578,-106.3253,38.4964,Minor Issues,"Mostly Dry, Fallen Trees: Couple of snowbanks on the actual Crest (stay on trail!) at Greens Creek junction (this can change with a bit of wind).",2020-06-22 20:11:14
33,7043096,Frisco 20 Loop,Recommended Route,"A scenic, simple, mixed-surface ride that's fun on a variety of bike types.",black,4.7,6,crested_butte,https://www.mtbproject.com/trail/7043096/frisco-20-loop,https://cdn2.apstatic.com/photos/mtb/6093814_sqsmall_1554390765.jpg,https://cdn2.apstatic.com/photos/mtb/6093814_small_1554390765.jpg,https://cdn2.apstatic.com/photos/mtb/6093814_smallMed_1554390765.jpg,https://cdn2.apstatic.com/photos/mtb/6093814_medium_1554390765.jpg,19.9,3389,-3388,12472,9089,-106.0998,39.569,All Clear,Snow has melted,2020-07-19 06:02:07
34,3633466,Lincoln Creek Road to Ruby Ghost Town,Recommended Route,"A classic ride with big mountain views, the turn around is near a ghost town just above tree line.",blue,4.5,11,crested_butte,https://www.mtbproject.com/trail/3633466/lincoln-creek-road-to-ruby-ghost-town,https://cdn2.apstatic.com/photos/mtb/4246844_sqsmall_1554326905.jpg,https://cdn2.apstatic.com/photos/mtb/4246844_small_1554326905.jpg,https://cdn2.apstatic.com/photos/mtb/4246844_smallMed_1554326905.jpg,https://cdn2.apstatic.com/photos/mtb/4246844_medium_1554326905.jpg,22.1,1934,-1935,11412,9648,-106.6885,39.1195,All Clear,Dry,2020-07-13 06:38:04
35,963508,Dyke Trail Loop,Recommended Route,A Crested Butte classic with a bit of everything.,black,3.7,26,crested_butte,https://www.mtbproject.com/trail/963508/dyke-trail-loop,https://cdn2.apstatic.com/photos/mtb/7020971_sqsmall_1554928147.jpg,https://cdn2.apstatic.com/photos/mtb/7020971_small_1554928147.jpg,https://cdn2.apstatic.com/photos/mtb/7020971_smallMed_1554928147.jpg,https://cdn2.apstatic.com/photos/mtb/7020971_medium_1554928147.jpg,13.9,2265,-2270,10429,8849,-107.0965,38.8582,All Clear,muddy smelly small water pits otherwise ripping!,2020-07-18 14:55:59
36,6310287,409s and Point Lookout Loop,Recommended Route,"Great views, a fun, moderately technical descent and a bonus descent on Strand.",black,4.0,17,crested_butte,https://www.mtbproject.com/trail/6310287/409s-and-point-lookout-loop,https://cdn2.apstatic.com/photos/mtb/7005437_sqsmall_1554823529.jpg,https://cdn2.apstatic.com/photos/mtb/7005437_small_1554823529.jpg,https://cdn2.apstatic.com/photos/mtb/7005437_smallMed_1554823529.jpg,https://cdn2.apstatic.com/photos/mtb/7005437_medium_1554823529.jpg,16.9,2708,-2709,10937,8915,-106.913,38.8644,All Clear,Dry,2020-07-15 17:40:54
37,3910748,Jumbo Ridge Loop,Recommended Route,The classic big loop on Jumbo and a classic Colorado climb followed by a long descent that is as good as it gets.,black,3.8,16,crested_butte,https://www.mtbproject.com/trail/3910748/jumbo-ridge-loop,https://cdn2.apstatic.com/photos/mtb/3911087_sqsmall_1554325905.jpg,https://cdn2.apstatic.com/photos/mtb/3911087_small_1554325905.jpg,https://cdn2.apstatic.com/photos/mtb/3911087_smallMed_1554325905.jpg,https://cdn2.apstatic.com/photos/mtb/3911087_medium_1554325905.jpg,8.1,1510,-1510,6960,5688,-107.5868,38.8708,Bad / Closed,Dry - Adjoins landowners mean,2020-07-20 08:18:32
38,7004590,Deer Creek Loop,Recommended Route,A long cross-country ride with stellar views and wildflowers.,black,3.9,18,crested_butte,https://www.mtbproject.com/trail/7004590/deer-creek-loop,https://cdn2.apstatic.com/photos/mtb/7032349_sqsmall_1564611353.jpg,https://cdn2.apstatic.com/photos/mtb/7032349_small_1564611353.jpg,https://cdn2.apstatic.com/photos/mtb/7032349_smallMed_1564611353.jpg,https://cdn2.apstatic.com/photos/mtb/7032349_medium_1564611353.jpg,28.9,3132,-3135,10649,8837,-106.9807,38.8698,All Clear,,2020-06-20 15:23:30
39,7016201,The Hartman Rocks Big Loop,Recommended Route,A grand tour of a unique and iconic Colorado Trail system; it's flow-gnar fun!,black,4.2,9,crested_butte,https://www.mtbproject.com/trail/7016201/the-hartman-rocks-big-loop,https://cdn2.apstatic.com/photos/mtb/7011880_sqsmall_1554843513.jpg,https://cdn2.apstatic.com/photos/mtb/7011880_small_1554843513.jpg,https://cdn2.apstatic.com/photos/mtb/7011880_smallMed_1554843513.jpg,https://cdn2.apstatic.com/photos/mtb/7011880_medium_1554843513.jpg,30.0,3279,-3277,8509,7708,-106.9406,38.5053,Unknown,,1970-01-01 00:00:00
40,776823,Smuggler Hunter Creek loop  ride,Recommended Route,Aspen's closest singletrack network accessed by climbing up the popular Smuggler Mt. Road.,blueBlack,3.7,19,crested_butte,https://www.mtbproject.com/trail/776823/smuggler-hunter-creek-loop-ride,https://cdn2.apstatic.com/photos/mtb/7009825_sqsmall_1554831040.jpg,https://cdn2.apstatic.com/photos/mtb/7009825_small_1554831040.jpg,https://cdn2.apstatic.com/photos/mtb/7009825_smallMed_1554831040.jpg,https://cdn2.apstatic.com/photos/mtb/7009825_medium_1554831040.jpg,9.6,1642,-1660,9270,7849,-106.8087,39.1913,Unknown,,1970-01-01 00:00:00
41,3481175,Buttermilk Bowls Loop,Recommended Route,A climb up Buttermilk Mt. that descends back to Tiehack via Buttermilk Bowls and Government Trail.,black,4.0,14,crested_butte,https://www.mtbproject.com/trail/3481175/buttermilk-bowls-loop,https://cdn2.apstatic.com/photos/mtb/7003285_sqsmall_1554404389.jpg,https://cdn2.apstatic.com/photos/mtb/7003285_small_1554404389.jpg,https://cdn2.apstatic.com/photos/mtb/7003285_smallMed_1554404389.jpg,https://cdn2.apstatic.com/photos/mtb/7003285_medium_1554404389.jpg,8.8,2147,-2144,10090,8020,-106.8542,39.1917,All Clear,,2020-07-09 00:13:10
42,7039043,Tin Cup Pass Loop,Recommended Route,A bikepacking route in the Collegiate Range.,blueBlack,4.5,2,crested_butte,https://www.mtbproject.com/trail/7039043/tin-cup-pass-loop,https://cdn2.apstatic.com/photos/mtb/7013319_sqsmall_1554845635.jpg,https://cdn2.apstatic.com/photos/mtb/7013319_small_1554845635.jpg,https://cdn2.apstatic.com/photos/mtb/7013319_smallMed_1554845635.jpg,https://cdn2.apstatic.com/photos/mtb/7013319_medium_1554845635.jpg,68.3,7866,-7868,12150,8587,-106.203,38.7111,All Clear,Dry - Still a little snow but it will melt soon,2020-06-19 23:33:06
43,7030380,Mt Princeton Hot Springs - Little Brown's Creek Loop,Recommended Route,"A big loop on Mt Antero, from Mt Princeton Hot Springs, with an epic descent down Little Browns Creek Trail #1430",dblack,4.0,8,crested_butte,https://www.mtbproject.com/trail/7030380/mt-princeton-hot-springs-little-browns-creek-loop,https://cdn2.apstatic.com/photos/mtb/7020598_sqsmall_1554927540.jpg,https://cdn2.apstatic.com/photos/mtb/7020598_small_1554927540.jpg,https://cdn2.apstatic.com/photos/mtb/7020598_smallMed_1554927540.jpg,https://cdn2.apstatic.com/photos/mtb/7020598_medium_1554927540.jpg,28.9,5393,-5393,13073,8176,-106.1626,38.7325,All Clear,Dry,2020-07-04 11:26:03
